,link,title,company,Location,Salary,posted days
66,https://in.indeed.com/rc/clk?jk=a7db8bcad7f93314&bb=5ukrVbTANMI9CxXCyYSUpj-OpSwtvhuYJKHml1Ui8hBpIKhNn0SaOEU8qVo_DyvQ&xkcb=SoDr67M3GjBH7MAH_z0IbzkdCdPP&fccid=efc5484163aaedc0&vjs=3,"DATA ENGINEERING LEAD, DATA AND ANALYTICS",M&C Saatchi Performance,Delhi,NA,PostedPosted 13 days ago
67,https://in.indeed.com/rc/clk?jk=4ba79fb970467203&bb=tMEWjxoRQYFezmMKuh2XrBi9AUYV8JM8IB_AID8-wzRlsU_-h6_jMSdEQhJ2IS5y&xkcb=SoCH67M3GjBH7MgH_z0KbzkdCdPP&fccid=b2e581637aaaff05&vjs=3,Advisory Board Members-AI,Benovymed Healthcare,"Delhi, Delhi",NA,PostedPosted 30+ days ago
68,https://in.indeed.com/rc/clk?jk=7d4344bf0f90a098&bb=tMEWjxoRQYE4KG9ILUDctI2C7MeLeYikykz5C8y7iBJksS9YnsO3OuSKpCUo4GKa&xkcb=SoCu67M3GjBH7MgH_z0IbzkdCdPP&fccid=8d8b6936644ec093&vjs=3,LEAD DATA SCIENTIST,KnowDis,"New Delhi, Delhi",NA,PostedPosted 30+ days ago
69,https://in.indeed.com/rc/clk?jk=3bb8f04375d45843&bb=qYSFcJdnEIW7FhXTsN0BuRgMV22Ab6IIYSA_i9Fi1thYLhnC_4YwZxcCZdZo3bKH&xkcb=SoDe67M3GjBH7PAH_z0KbzkdCdPP&fccid=04495dbd17b2f636&vjs=3,Machine Learning/AI Engineer,Imagine.io,"Remote in New Delhi, Delhi",NA,EmployerActive 24 days ago
70,https://in.indeed.com/rc/clk?jk=b114f556ab4477c5&bb=qYSFcJdnEIXsy_fvHyZzx6ayQidjcgWygpzlCEB8VKwFukVTHHiha2Z65roEGicw&xkcb=SoD367M3GjBH7PAH_z0IbzkdCdPP&fccid=bdad58a8df3ba8a4&vjs=3,Artificial Intelligence Manager,Crypto Mize,Delhi,NA,PostedPosted 30+ days ago
71,https://in.indeed.com/rc/clk?jk=de876a60eec2bf4d&bb=qYSFcJdnEIUxdhUf8nchoQzFbMiKWRsHR-iYHpxfgsFiPREyOV6KaRnW5PAHsSEt&xkcb=SoDN67M3GjBH7PAH_z0ObzkdCdPP&fccid=018a2869561b31f0&vjs=3,Big Data Developer,Sujata Computers,"New Delhi, Delhi",NA,PostedPosted 30+ days ago
72,https://in.indeed.com/rc/clk?jk=341e5943d6de72ce&bb=qYSFcJdnEIVMRK2bQAOdcYWzt_t3BPeg9YLZBfI97rdMWIu-zS3Pp6-Ov4gMBJM1&xkcb=SoDk67M3GjBH7PAH_z0MbzkdCdPP&fccid=fd66a1619bfc9ad4&vjs=3,Data Science AI ML NLP Trainers,ChampionsIT,"Delhi, Delhi",NA,PostedPosted 30+ days ago
73,https://in.indeed.com/rc/clk?jk=75f6e7d645c8fc15&bb=HHM_dyhUbOfSD9YSobV-qV3TLLtudLFoZNi0xM91UdZur7wUOE3G4n-aE05u1GDJ&xkcb=SoCb67M3GjBH7PgH_z0KbzkdCdPP&fccid=3c72e2b18aa820de&vjs=3,Deep Learning Specialist,Superior Group,Delhi,NA,PostedPosted 30+ days ago
74,https://in.indeed.com/rc/clk?jk=c61a0377702e591e&bb=HHM_dyhUbOcPZ9-Q0qEPfH4aPJMqMK-HVr2XLK9kaa2yZvkXIrHIRO9vhDlQeeDb&xkcb=SoCy67M3GjBH7PgH_z0IbzkdCdPP&fccid=7356e762fd5eff0b&vjs=3,DS-DATA-SCIENCE,Purview Services,Delhi,NA,PostedPosted 30+ days ago
75,https://in.indeed.com/rc/clk?jk=b1203a2504fbd420&bb=e5iOwz6ODqWyyT3iLnnQBy5NHynvlts4qKn3ssUKCb1oS-y7AppJDqaILp4oKcZU&xkcb=SoAS67M3GjBFlVx9Fp0KbzkdCdPP&fccid=b95f9eb47968fa13&vjs=3,BCG X Lead Data Scientist,Boston Consulting Group,"New Delhi, Delhi",NA,PostedPosted 25 days ago
76,https://in.indeed.com/rc/clk?jk=6b793da186bffdbd&bb=wnkyTVouQr5miEPx0J3WZcFDVCLOH4OgqXv0JACNaGGaqGj-v6I4VTPUZoAAIgHm&xkcb=SoAo67M3GjBFlUR9Fp0LbzkdCdPP&fccid=ca3a8a81b95ad0d7&vjs=3,Principal Machine Learning Engineer (Remote),DropYacht,Remote in Delhi,NA,PostedPosted 30+ days ago
77,https://in.indeed.com/rc/clk?jk=8ea88d880d6f7001&bb=wnkyTVouQr62nC1k_uMW2qM8nTb3F81eGKyDTtfMtH7QXmQgq3HDltVnOHFkY-WM&xkcb=SoC167M3GjBFlUR9Fp0IbzkdCdPP&fccid=b95f9eb47968fa13&vjs=3,Lead Data Scientist (GenAI),Boston Consulting Group,"New Delhi, Delhi",NA,PostedPosted 25 days ago
78,https://in.indeed.com/rc/clk?jk=07b5c28f9ac7751b&bb=wnkyTVouQr5OeG4-ijgtNO1N3d0zUQBpnMPmSG-kMLu5S9-kW72N6tuv14JSRUmU&xkcb=SoAS67M3GjBFlUR9Fp0NbzkdCdPP&fccid=b95f9eb47968fa13&vjs=3,Data Scientist – BCG X,Boston Consulting Group,"New Delhi, Delhi",NA,PostedPosted 30+ days ago
79,https://in.indeed.com/rc/clk?jk=86d1bd14ac165229&bb=wnkyTVouQr78IeyVZ_uYc8lSXeDaiCF3zHy0SSL7ZPb3NVu9rjrbSgnqzZ7epBNa&xkcb=SoBm67M3GjBFlUR9Fp0BbzkdCdPP&fccid=a5cbd2514edf7804&vjs=3,Senior Data Scientist,Chegg,"Jasola, Delhi, Delhi",NA,PostedPosted 11 days ago
80,https://in.indeed.com/rc/clk?jk=d8344627450631e1&bb=E1Oy8Wa5j9nriDo75ZxmpLJh9KCH0z40wZE7LKmVERLw4BVS-hHDQHP67675sYYw&xkcb=SoDZ67M3GjBFlUx9Fp0KbzkdCdPP&fccid=b95f9eb47968fa13&vjs=3,Global Talent Acquisition Analytics Director,Boston Consulting Group,"New Delhi, Delhi",NA,PostedPosted 30+ days ago
81,https://in.indeed.com/rc/clk?jk=7452c7f72be2f2e9&bb=E1Oy8Wa5j9kUQ53OKfiPwh3nOmsLVI23X9CwAa1h7EHT5Ce1oQeZfI0qFuEO5aUD&xkcb=SoB-67M3GjBFlUx9Fp0PbzkdCdPP&fccid=a5cbd2514edf7804&vjs=3,Manager - Machine Learning,Chegg,"Jasola, Delhi, Delhi",NA,PostedPosted 30+ days ago
82,https://in.indeed.com/rc/clk?jk=4b61aa84e1c1f477&bb=E1Oy8Wa5j9kurvuycnSJh_PFUcHyuLgpSnJImAcEwMvC0YyMbkB2Igw6CnBr98Dg&xkcb=SoBX67M3GjBFlUx9Fp0NbzkdCdPP&fccid=56b0b0db80bb2847&vjs=3,"SDE II - Machine Learning, JioCinema",Viacom18,Delhi,NA,PostedPosted 30+ days ago
